name,city,state,website
Grandma's RV Camping, Shepherdsville,Kentucky,http://www.kentuckytourism.com/places_to_stay/campgrounds/grandmas-rv-camping/2911/
Memphis South Campground & RV Park, Memphis,Mississippi,http://www.memphissouthrv.com
Tamiami Village & RV Park, FL,Florida,http://www.tamiamicommunity.com/
Pioneer Trails RV Resort , Anacortes,Washington,http://www.pioneertrails.com
Treasure Lake RV Resort, Branson,Missouri,http://www.tlresort.com
Cedars RV Park, Kelso,Washington,http://www.holidaytrailsresorts.com/thecedars
Texas Log Cabin RV Park, Buchanan Dam,Texas,http://texaslogcabin.com
Hoquiam River RV Park, Hoquiam,Washington,http://www.hoquiamriverrvpark.com
Summit RV Park, Silverton,Colorado,http://www.thecampingsource.com/campground/Colorado/Trinidad/Summit%20Rv%20Park/6488/campground.aspx
Magic Circle RV Park, Willcox,Arizona,http://www.magiccirclerv.com/
Dickson RV Park, Dickson,Tennessee,http://www.tennessee.gov/environment/parks/MontgomeryBell/
Cumberland Gap National Historic Park / Wilderness Road Campground, Oneida,Tennessee,http://www.nps.gov/cuga/planyourvisit/camping.htm
Percival Springs Airport & RV Park, Watson,Illinois,http://www.rvparklist.com/rvpark/3590
Louisville South KOA, Shepherdsville,Kentucky,http://koa.com/campgrounds/louisville-south/
Mill Creek Park Campground, Marshall,Illinois,http://www.clarkcountyparkdistrict.com
Lake Claiborne State Park, Homer,Louisiana,http://www.stateparks.com/lake_claiborne.html
Lincoln Trail State Park, E 1350th Rd,Illinois,http://dnr.state.il.us/lands/landmgt/PARKS/R3/Lincoln.htm
Oak Plantation Campground, Johns Island,South Carolina,http://oakplantationcampground.com/?redirect=false
Bass Lake Campground, Lyndon Station,Wisconsin,http://www.basslakecampground.com
Lake D'Arbonne State Park, Farmerville,Louisiana,http://www.crt.state.la.us/parks/ilakedarb.aspx
Parkview Riverside RV Park, Concan,Texas,http://www.parkviewriversiderv.com
Golden Spike RV Park, Brigham City,Utah,http://www.goldenspikerv.com/
Ouachita RV Park, LA,Louisiana,http://www.ouachitarvpark.com/
Rio Verde RV Park, Cottonwood,Arizona,http://www.rioverdervpark.com
Llano Grande Lake Park Resort, Mercedes,Texas,http://www.llanogranderesort.com
Peaceful Valley Campsites, Le Sueur,Minnesota,http://pvcamping.com/
Jude Travel Park, New Orleans,Louisiana,http://www.judetravelparkofneworleans.com
Piney Grove COE, Columbia,Mississippi,http://www.reserveamerica.com/campgroundDetails.do?subTabIndex=0&&contractCode=nrso&parkCode=pine
Lands End Park, Tobermory,Ontario,http://www.landsendpark.com
RV World Campground, Rawlins,Wyoming,http://www.rvworldcamp.com/
Chase Lions RV Park, Chase,British Columbia,http://www.chasechamber.com/business.php?id=144
Arabian RV Oasis, 12401 Boron Ave,California,http://www.rvparklist.com/rvpark/3573
Best Western Hensley's RV Park, El Reno,Oklahoma,http://book.bestwestern.com/bestwestern/US/OK/El-Reno-hotels/BEST-WESTERN-Hensley-s/Hotel-Overview.do?propertyCode=37056&cm_mmc=PTI-_-local-_-feed-_-37056
Sunset (NPS Campground), CA,California,http://www.nps.gov/deva/planyourvisit/camping.htm
James M. Robb-Colorado River State Park (Fruita Section), Fruita,Colorado,http://www.parks.state.co.us/Parks/JamesMRobbColoradoRiver/Camping/Pages/JamesMRobbColoradoRiverCamping.aspx
River Town Campground, Vicksburg,Mississippi,http://www.rivertown-campground.com/index.htm
Anthony Chabot Regional Park, Castro Valley,California,http://www.ebparks.org/parks/anthony_chabot 
Brickyard Plantation Golf Club & RV Park, Americus,Georgia,http://www.brickyardgolfclub.com
New Glasgow Highlands, PE,Prince Edward Island,http://www.campcabinpei.com/
John Martin Reservoir State Park, Hasty,Colorado,http://cpw.state.co.us/placestogo/parks/JohnMartinReservoir/Pages/Camping.aspx
Space Station RV Park, Beatty,Nevada,http://www.rvparklist.com/rvpark/3561
Lively Lady Marina & Campground, New York,Ohio,http://www.rvparklist.com/rvpark/3559
Great Sand Dunes Oasis RV Park, Mosca,Colorado,http://www.greatdunes.com/camping.html
Prince's RV Park, Hyattsville,Washington,http://www.rvparklist.com/rvpark/3556
Agricenter International RV Park, Memphis,Tennessee,http://www.agricenter.org/rvpark.html
FJ McLain State Park, Hancock,Michigan,http://www.rvparklist.com/rvpark/3554
P.H. Hoeft State Park, Rogers City,Michigan,http://www.michigandnr.com/parksandtrails/Details.aspx?type=SPRK&id=456
Hidden Village RV Park & Campground, Lynden,Washington,http://www.hvrv.com/
Corinth RV Park, Booneville,Mississippi,http://www.rvparklist.com/rvpark/3551
Shoal Creek Campground, Buford,Georgia,http://www.lakelanierislands.com/accommodations/campgrounds
Fool Hollow Lake Recreation Area, Show Low,Arizona,http://azstateparks.com/Parks/FOHO/index.html
Elkhorn Campground, Frankfort,Kentucky,http://www.elkhorncampground.com/
Famil-E-Fun Campground and RV Park, Mitchell,South Dakota,http://www.familefuncampground.com/default.htm
Triple J RV Park, Owasso,Kansas,http://www.triplejrv.com/
Mountain View RV Park, 2040 Airport Way,Idaho,http://www.boiservpark.com/
Springs RV Resort, Harrison Hot Springs,British Columbia,http://www.springsrv.com/
RV Resort Four Seasons, Walla Walla,Washington,http://www.rvresortfourseasons.com/
Corral RV Park, Tomball,Texas,http://corralrvpark.net/
Hocking Hills KOA , Logan,Ohio,http://koa.com/campgrounds/logan/
Sun Roamers RV Resort, Picayune,Mississippi,http://www.sunroamers.com
Town & Country Camp Resort, San Francisco,Ohio,http://www.tccamp.com/
Florence Marina State Park, 218 Florence Rd,Georgia,http://gastateparks.org/FlorenceMarina/
Southern Komfort Resort & Campground, Benton,Kentucky,http://www.southernkomfort.com
Andersonville City Park Campground, Atlanta,Georgia,http://www.woodalls.com/search/tents/index.cfm/Action-results/type-Tent/s-GA/c-ANDERSONVILLE/ANDERSONVILLE-tent-campgrounds/
Tanbark Campground, Dickson,Tennessee,http://tanbarkcampground.tripod.com/
Bogue Chitto Water Park, McComb,Mississippi,http://www.boguechittowaterpark.com
Timberline Campground, Lebanon,Tennessee,http://www.tnvacation.com/vendors/timberline_campground/
Leisure Lake Membership Resort, Joliet,Illinois,http://leisurelakeresort.com
Country Club RV Resort, Monahans,Texas,http://www.rvparklist.com/rvpark/3532
Fieldridge Acres, Charlotte,North Carolina,http://www.fieldridgeacres.com
Root 66 RV Park, USA,Arizona,http://www.passport-america.com/Campgrounds/CampgroundDetails.aspx?CampgroundId=552
Desert Trails RV Park (40+ park), Tucson,Arizona,http://www.deserttrailsrvpark.com
Weldon Springs State Park, IL,Illinois,http://dnr.state.il.us/lands/landmgt/PARKS/R3/Weldonra.htm
Navajo State Park, Arboles,Colorado,http://cpw.state.co.us/placestogo/parks/Navajo
Crystal Lake RV Resort, Lodi,Wisconsin,http://www.rvparklist.com/rvpark/3259
Hidden Valley Ranch, NM 87059,New Mexico,http://www.hiddenvalleyranchrv.com/
Austin's Landing RV Park & Resort, Freeport,Texas,http://www.austinslanding.com
Green Acres RV Park, Redding,California,http://www.greenacresrvpark.com/
Amarillo Best Wonderland RV Resort, Amarillo,Texas,http://sisemoretraveland.com/rvpark.htm
Hanson Hills Campground , Kingdom City,Missouri,http://www.hansonhillscampground.com/
Eagle's Nest Campground, Pigeon Forge,Tennessee,http://www.eaglesnestcampground.com/
White Acres Campground, Bardstown,Kentucky,http://www.whiteacrescampground.net/
Spanish Main RV Resort, Thonotosassa,Florida,http://www.carefreervresorts.com/floridarvparks/Spanish_Main_RV_Resort/
Shady Acres RV Park, Plattsburgh,Maine,http://www.shadyacresRVpark.com
Pumpkin Patch RV Resort, Hermon,Maine,http://www.pumpkinpatchrv.com
Stage Stop Campground, Winter Garden,Florida,http://www.stagestopcampground-fl.embarqspace.com/#
Pinto Lake Park, Watsonville,California,http://www.pintolakepark.com
Long Leaf RV Park, DeFuniak Springs,Florida,http://www.rvparklist.com/rvpark/3505
Deer Creek RV Golf Resort, Davenport,Florida,http://www.deercreekrv.com
Smokey Hollow Campground, Lodi,Wisconsin,http://www.smokeyhollowcampground.com/
Country Roads Motorhome & RV Park, Lake Delton,Wisconsin,http://www.4countryroads.com/
Kamper's Lodge Of America, Wilson,North Carolina,http://www.kamperslodge.com/
Blanton Creek Park, Hamilton,Georgia,http://www.rvparklist.com/rvpark/3503
Clewiston / Lake Okeechobee KOA, Clewiston,Florida,http://koa.com/campgrounds/clewiston/
Sundance RV Village, Harlingen,Texas,http://home.att.net/~sundancervvillage
Fort Willcox RV Park, Willcox,Arizona,http://www.passport-america.com/Campgrounds/CampgroundDetails.aspx?CampgroundId=545
Monticello RV Park, Truth Or Cnsqncs,New Mexico,http://www.rvparklist.com/rvpark/3499
Cotton Lane RV & Golf Resort (55+ park), Goodyear,Arizona,http://www.arizonarvresorts.com/cotton%20lane/index.html
The Vineyards, Houston,Texas,http://www.vineyardscampground.com/
Big Sand Campground, MS,Mississippi,http://www.bigsandcampground.com
Traders Village RV Park, Grand Prairie,Texas,http://tradersvillage.com/houston/rv-park
Adelaide Shores RV Park, Avon Park,Florida,http://www.adelaideshores.com/
Auburn Gold Country RV Park, Auburn,California,http://www.auburnrvpark.com
Willow Lake RV & Camping Park, FL,Arizona,http://willowlakervparkaz.com/
Copperfield Campground, OR,Oregon,http://www.idahopower.com/ourenvironment/recreation/hellscanyon/copperfield.cfm
Poche's Fish-N-Camp, Breaux Bridge,Louisiana,http://www.pochesrvpark.com/
Desert Cypress RV & MH Park, Wickenburg,Arizona,http://www.desertcypress.com/
Doll Mountain Campground COE, Atlanta,Georgia,http://www.reserveamerica.com/camping/Doll_Mt_Campground/r/campgroundDetails.do?contractCode=NRSO&parkId=71143&topTabIndex=CampingSpot
Renfro Valley KOA, Mt Vernon,Kentucky,http://www.renfrovalleykoa.com/
Movies 'N More RV Park, Lindsborg,Kansas,http://www.moviesnmorerv.com
Leeds RV Park & Motel, Leeds,Utah,http://www.leedsrvpark.com/
Mardi Gras RV Park & Motel, New Orleans,Louisiana,http://www.campingfriend.com/MardiGrasRVParkandMotel/
St. George / Hurricane KOA, Hurricane,Utah,http://koa.com/campgrounds/st-george/
Prospector Hotel and Casino , Ely,Nevada,http://prospectorhotel.us/rvpark.html
Riverpoint Landing, Stockton,California,http://riverpointrv.com/camp-with-us/our-campground/
Best Western Fernley Inn & RV Park, Fernley,Nevada,http://www.rvparklist.com/rvpark/3475
Hub Totel RV & Mobile Home Park, Goderich,Nevada,http://www.rvparklist.com/rvpark/3476
Silver Sky Lodge RV Park, Reno,Nevada,http://www.eurekacounty.com/directory/silversky.htm
Cunningham Falls State Park, Thurmont,Maryland,http://www.dnr.state.md.us/publiclands/western/cunningham.asp
Lake Louise Trailer Campground - Electric Hookups (Parks Canada), Canmore,Alberta,http://www.pc.gc.ca/eng/pn-np/ab/banff/activ/camping/lltrailer.aspx
Lost Lemon RV Park & Campground, Blairmore,Alberta,http://www.lostlemon.com
Fairmont Hot Springs Resort RV Park, Fairmont Hot Springs,British Columbia,http://www.fairmonthotsprings.com/places-to-stay/rv-park
Milo McIver  State Park, Estacada,Oregon,http://www.oregonstateparks.org/park_142.php
Carriage Cove Mobile Home Park, Houma,Louisiana,http://www.rvparklist.com/rvpark/3465
Ventura Beach RV Resort, Ventura,California,http://www.venturabeachrvpark.com
Chickasabogue Park, Prichard,Alabama,http://prichard.alabama.com/attraction_details.html?detailsListingId=ATTRACTIONS_78b613bf2a1da95d52ca7e117b52893f
Laurel KOA, Hattiesburg,Mississippi,http://www.rvparklist.com/rvpark/3467
Meridian East / Toomsuba KOA , Toomsuba,Mississippi,http://www.koa.com/where/ms/24120
Chandler City Park, Chandler,Oklahoma,http://www.lasr.net/travel/city.php?Purcell+Oklahoma&City_ID=OK0407024
Casey Jones RV Park, Lake City,Florida,http://www.caseyjonesrvpark.com
Broken Bow Campground, Lac du Flambeau,Wisconsin,http://www.brokenbowcampground.com
Chattanooga North / Cleveland KOA, Cleveland,Tennessee,http://www.koa.com/where/tn/42111/
Clark Family Campground , Orange City,Florida,http://www.clarkfamilycampground.com/
Mountain Springs Camping Resort, Hamburg,Pennsylvania,http://mountainspringscampground.com
Havre RV Park, Havre,Montana,http://havremt.com/duckinn/emporium.htm
Craig's Campground, United States,North Carolina,http://www.rvparklist.com/rvpark/3454
Buescher State Park, TX,Texas,http://www.tpwd.state.tx.us/spdest/findadest/parks/buescher/
Meadows RV Park, Ketchum,Idaho,http://www.passport-america.com/campgrounds/united_states/idaho/new_meadows/meadows_rv_park/Default.asp
Monroe Creek Campground & RV Park, Weiser,Idaho,http://www.monroecreek.com
Pacific Pines RV Park & Storage, Florence,Oregon,http://www.pacificpinesrvpark.com
Alamo Motel & RV Park, Sheridan,California,http://www.rvparklist.com/rvpark/3455
Riverview RV Park, Cut Bank,Montana,http://visitmt.com/listing/categories_NET/MoreInfo.aspx?IDRRecordID=1919
Paradise Lake Resort, Nacogdoches,Texas,http://paradiselakervpark.com/
Pima County Fairgrounds, Tucson,Arizona,http://www.the-rvpark.com/
Swiftwater RV Park & Store, White Bird,Idaho,http://www.swiftwaterrv.com
Prairie Lake Campground & RV, Grand Rapids,Minnesota,http://www.prairielakecamp.com/
Roughrider Campground, Minot,North Dakota,http://www.minot.com/roughrid/Roughrider_Homepage/Welcome.html
Cottonwood Inn & Suites, Glasgow,Montana,http://www.cottonwoodinn.net/Page.aspx?PageID=1011
Greenbrier State Park, Boonsboro,Maryland,http://www.stateparks.com/greenbrier_state_park_in_maryland.html
Cannonville / Bryce Valley KOA, Cannonville,Utah,http://koa.com/campgrounds/cannonville/
Picacho Peak State Park, Picacho,Arizona,http://azstateparks.com/Parks/PIPE/facilities.html#Camping
Pine Grove Campground and Waterfowl Park, Chincoteague Island,Virginia,http://www.pinegrovecampground.com/
Cachuma Lake Recreation Area, 2225 Highway 154,California,http://www.countyofsb.org/parks/parks05.aspx?id=9150
Watson Mill Bridge State Park, Comer,Georgia,http://www.rvparklist.com/rvpark/3437
Cold Brook Campsites, 7301 Moose River Rd,New York,http://www.coldbrookrvresort.com
Memphis East Campground, Lakeland,Tennessee,http://www.rvparklist.com/rvpark/3435
Blue Heron RV Park, Hornbrook,California,http://klamathranchresort.com/
SeaWind RV Resort, Riviera,Texas,http://www.seawindrv.com/
Triple R  Resort RV Park, Crystal City,Texas,http://www.triplerresort.com/
Townsite Campground (Parks Canada), Waterton Park,Alberta,http://www.pc.gc.ca/pn-np/ab/waterton/activ/activ3_e.asp
Lost Mine Campground, Bryson City,North Carolina,http://LostMineCampground.com
Riverland Resorts, Earp,California,http://www.riverlandrvresort.com/
Frontier Fort Campground, Jamestown,North Dakota,http://www.rvparklist.com/rvpark/3426
Country Campground, Detroit Lakes,Minnesota,http://www.countrycampground.org/
Desert Pueblo Mobile Home Park (55+ park), Tucson,Arizona,http://www.desertpueblo.com
Peace Arch RV park, Surrey,British Columbia,http://www.peacearchrvpark.ca/
Pettibone Resort, La Crosse,Wisconsin,http://www.pettiboneresort.com/
Rustic Barn RV Park, Kieler,Wisconsin,http://www.rusticbarnrvpark.com/
Lake Scott State Park, Scott City,Kansas,http://www.kdwp.state.ks.us/news/state_parks/locations/scott
Ft. Myers / Pine Island KOA, St James City,Florida,http://www.pineislandkoa.com
Double Lake Recreation Area, Sam Houston National Forest,Texas,http://www.reserveamerica.com/campgroundDetails.do?subTabIndex=0&&contractCode=nrso&parkCode=doul
Wacky West Travel Park, Valentine,Nebraska,https://www.facebook.com/pages/Wacky-West-Travel-Park/116311321729843
Silver Creek Campground, Mt Hermon,Louisiana,http://www.silvercreekcamp.com
Cascade Meadows RV Resort, La Pine,Oregon,http://www.cascademeadowsrvresort.com/ 
Fernwood Resort Big Sur, Big Sur,California,http://www.fernwoodbigsur.com
Dosewallips State Park, WA,Washington,http://www.parks.wa.gov/parks/?selectedpark=Dosewallips
Seminole Canyon State Park, Comstock,Texas,http://www.tpwd.state.tx.us/state-parks/seminole-canyon/fees-facilities/campsites
Fort Toulouse-Fort Jackson State Historic Site, Wetumpka,Alabama,http://www.forttoulouse.com/pages/fort-toulouse-historic-park-info.asp
Cedar Haven Campground, Freeport,Maine,http://www.cedarhavenfamilycampground.com/
Timberland Campiground, Shelburne,New Hampshire,http://www.timberlandcampgroundnh.com
Bay Berry  RV Park, Gulfport,Mississippi,http://www.bayberryrvpark.net
Panther Creek State Park, Morristown,Tennessee,http://www.state.tn.us/environment/parks/PantherCreek/
Pueblo del Sol RV Resort, Green Valley,Arizona,http://pdsrvresort.com
Barkley RV Parking, Suwanee,Alabama,http://www.rvparklist.com/rvpark/3406
Brattleboro North KOA, Dummerston,Vermont,http://koa.com/campgrounds/brattleboro/
Potters Creek Park COE, Canyon Lake,Texas,http://www.reserveamerica.com/campgroundDetails.do?contractCode=NRSO&parkId=75020
Campground at Barnes Crossing, Tupelo,Mississippi,http://www.cgbarnescrossing.com
Royal View Camp Resort, Cañon City,Colorado,http://www.royalviewcampground.com
Shady Lane RV Camp, Barstow,California,http://www.rvparklist.com/rvpark/3398
Many Mansions RV Park, Dade City,Florida,http://www.manymansionsrvpark.com/
Parkview RV Park, Fort Stockton,Texas,http://www.parkviewrvpark.com
Snowy Peaks RV Park, Buena Vista,Colorado,http://snowypeaksrvpark.com
Fort Myers Beach RV Resort, Fort Myers,Florida,http://www.rvonthego.com/florida/fort-myers-beach-rv-resort/
Creekside Campground, Edinburg,Virginia,http://www.creeksidecampgroundva.com/
